手机ID,型号,数据来源,上市时间,价格,CPU制程,CPU架构,GPU,NPU,SIM卡类型,USB接口,WLAN功能,id,主频,传感器型号,传感器尺寸,传感器类型,保修政策,像素密度,光圈,其它使用时间,内存,内存类型,前置相机,副屏分辨率,副屏幕尺寸,副屏材质,包装清单,单像素尺寸,变焦,后置相机,品牌,图片格式,基带型号,处理器,外观设计,存储,定位导航,实体按键,容量扩展,屏占比,屏幕,屏幕分辨率,屏幕刷新率,屏幕工艺,屏幕材质,屏幕特性,屏幕色数,展开态,影音特性,快充,感应器,手机尺寸,手机类型,手机重量,手机颜色,折叠屏类型,折叠态,拍照特性,操作系统,文档格式,无线连接,日常功能,机身特点,机身结构,核心数,特殊功能,特色功能,用户界面,电池,电池更换,电池特性,电池类型,盖板玻璃,相机特性,网络模式,耳机接口,蓝牙,视频拍摄,视频播放,视频格式,触控方式,触控采样率,触摸特性,详细内容,质保时间,输入方式,输入法,运营商支持,通话时间,键盘类型,闪光灯,闪存类型,音乐格式,音乐特性
,OPPO Reno6 Pro+(12+256GB),CNMO,2021年05月,2021年05月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625543,3277MHz,,,CMOS,全国联保，享受三包服务,402PPI,F2.4,,12GB,LPDDR4x,3200万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1",,,5000+1600+1300+200万像素,OPPO,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,不支持储存卡,92.1%,6.55英寸,2400x1080像素,90Hz,,AMOLED,100% DCI-P3,1670万色数,,,支持65W超级闪充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",160.8×72.5×7.99mm,"后置四摄,大屏手机,大容量电池,快充手机,指纹识别,支持NFC,5G手机",188g,"灰色,蓝色",,,,Android 11,,NFC,,,直板,八核,,色温传感器,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,支持4K视频拍摄,,,电容屏(多点触控),180Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,酷派COOL20(4+128GB),CNMO,2021年05月,2021年05月,12nm,"Cortex-A75,Cortex-A55",Mali-G52 MC2,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625553,2048MHz,,,CMOS,全国联保，享受三包服务,269PPI,,,4GB,,500万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,4800+人像万像素,,,,联发科Helio G80,,128GB,"内置GPS芯片,支持导航功能",,"支持MicroSD存储卡,最高可达256GB",89.2%,6.52英寸,1600x720像素,,,,,,,,,"重力感应器,光感应器,距离传感器,加速度感应器,面部识别",164.3×75.66×8.65mm,大屏手机,199.6g,"黑色,白色,蓝色",,,,Android 11,,,,,直板,八核,,,,是多少？,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.0,,,,电容屏(多点触控),,手势操作,,2年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通4G,,虚拟键盘,后置LED闪光灯,,,
,iQOO Neo5活力版(8+256GB),CNMO,2021年05月,2021年05月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625549,3277MHz,,,CMOS,全国联保，享受三包服务,401PPI,F2.0,,8GB,,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持10倍数码变焦,4800+800+200万像素,iQOO,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,,90.4%,6.57英寸,2408x1080像素,144Hz,,LCD,支持DCI-P3色域，支持HDR10,1670万色数,,环绕式立体双扬，KPL比赛用机测试认证,支持44W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.97×75.53×8.93mm,"后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",198.3g,"冰峰白,极夜黑",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,iQOO Neo5活力版(8+128GB),CNMO,2021年05月,2021年05月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625548,3277MHz,,,CMOS,全国联保，享受三包服务,401PPI,F2.0,,8GB,,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持10倍数码变焦,4800+800+200万像素,iQOO,,,高通骁龙870,,128GB,"内置GPS芯片,支持导航功能",,,90.4%,6.57英寸,2408x1080像素,144Hz,,LCD,支持DCI-P3色域，支持HDR10,1670万色数,,环绕式立体双扬，KPL比赛用机测试认证,支持44W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.97×75.53×8.93mm,"后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",198.3g,"冰峰白,极夜黑",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4500mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
1625494,荣耀Play5T活力版,CNMO,2021年04月,2021年04月,12nm,,IMG GE8320,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11a/b/g/n无线协议,,2355MHz,,,CMOS,全国联保，享受三包服务,266PPI,,,6GB,,800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,,1300+500+200+200万像素,,,,联发科Helio P35,,128GB,"内置GPS芯片,支持导航功能",,"支持MicroSD存储卡,最高可达512GB",,6.6英寸,1600x720像素,,,,,1670万色数,,,支持22.5W快充,"重力感应器,光感应器,距离传感器,电子罗盘,面部识别",165.2×76×9.2mm,"后置四摄,八核手机,大容量电池,快充手机,4G手机",191g,"黑色,蓝色",,,,Android 10,,,,,直板,八核,,,,是多少？,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通4G,,虚拟键盘,后置LED闪光灯,,,
,一加9R(12+256GB),CNMO,2021年04月,2021年04月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625544,3277MHz,索尼IMX586,1/2英寸,CMOS,全国联保，享受三包服务,402PPI,F2.4,,12GB,LPDDR4x,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",0.8μm,,4800+1600+500+200万像素,一加,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,,,6.55英寸,2400x1080像素,120Hz,,AMOLED,支持240Hz触控采样率，通过低蓝光护眼认证与HDR 10+认证,,,超大X轴线性马达，4D立体振动,支持65W闪充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",160.7×74.1×8.4mm,"后置四摄,大屏手机,大容量电池,快充手机,2.5D弧面屏,支持NFC,5G手机",189g,"青宇,蓝屿,黑岛",,,,Android 11,,NFC,,,直板,八核,,Haptic振动马达,,,不支持,,"锂聚合物电池,4500mAh",,OIS光学防抖+EIS电子防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙,支持4K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,ZTE中兴Axon30 Pro(8+128GB),CNMO,2021年04月,2021年04月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持,1625488,2908MHz,,,CMOS,全国联保，享受三包服务,395PPI,,,8GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,,6400+6400+500+200万像素,中兴,,,高通骁龙888,,128GB,"内置GPS芯片,支持导航功能",,不支持储存卡,93%,6.67英寸,2400x1080像素,120Hz,,AMOLED,100%DCI-P3色域，20:9修长比例，支持HDR10+，360Hz触控采样率,10.7亿色数,,三重冰封散热系统，沉浸式3D音频技术,支持55W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.56×75.27×7.86mm,"后置四摄,大屏手机,大容量电池,快充手机,支持NFC,5G手机",186g,"黑色,蓝色",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4200mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙,支持4K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,Hi-Fi音效
,iQOO 7(8+256GB),CNMO,2021年04月,2021年04月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625484,2908MHz,,,CMOS,全国联保，享受三包服务,397PPI,F2.0,,8GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,支持20倍数字变焦，2倍光学变焦,4800+1300+1300万像素,iQOO,,,高通骁龙888,,256GB,"内置GPS芯片,支持导航功能",,,91.4%,6.62英寸,2400x1080像素,120Hz,,AMOLED,支持HDR10+,1600万色数,,,支持120W超级闪充,"重力感应器,光感应器,距离传感器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.2×75.8×8.7mm,"后置三摄,快充手机,指纹识别,支持NFC,5G手机",209.5g,"潜蓝,黑境,传奇版",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4000mAh",,支持OIS防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,,UFS 3.1,,
,一加9R(8+256GB),CNMO,2021年04月,2021年04月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625486,3277MHz,索尼IMX586,1/2英寸,CMOS,全国联保，享受三包服务,402PPI,F2.4,,8GB,LPDDR4x,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",0.8μm,,4800+1600+500+200万像素,一加,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,,,6.55英寸,2400x1080像素,120Hz,,AMOLED,支持240Hz触控采样率，通过低蓝光护眼认证与HDR 10+认证,,,超大X轴线性马达，4D立体振动,支持65W闪充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",160.7×74.1×8.4mm,"后置四摄,大屏手机,大容量电池,快充手机,2.5D弧面屏,支持NFC,5G手机",189g,"青宇,蓝屿,黑岛",,,,Android 11,,NFC,,,直板,八核,,Haptic振动马达,,,不支持,,"锂聚合物电池,4500mAh",,OIS光学防抖+EIS电子防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙,支持4K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,荣耀V50,CNMO,2021年04月,2021年04月,,,,,Nano-SIM卡+Nano-SIM卡,,支持,1625475,,,,,,,,,--,,,,,,,,,,荣耀,,,-- ；核心数：--,,,,,,,--,--,,,,,,,,,,,,,,,,,--；运行内存： --,,,,,直板,--,,,,,,,,,,双卡双待,,支持蓝牙,,,,,,,,,,,全网通5G,,,,,,
,ZTE中兴Axon30 Ultra(8+256GB),CNMO,2021年04月,2021年04月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625490,2908MHz,,,CMOS,全国联保，享受三包服务,395PPI,,,8GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,支持5倍光学变焦，60倍混合变焦,6400+6400+6400+800万像素,中兴,,,高通骁龙888,,256GB,"内置GPS芯片,支持导航功能",,不支持储存卡,95%,6.67英寸,2400x1080像素,144Hz,,AMOLED,柔性曲面屏，100%DCI-P3色域，20:9修长比例，支持HDR10+，300Hz触控采样率,10.7亿色数,,三重冰封散热系统，沉浸式3D音频技术,支持66W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",161.53×72.96×8mm,"后置四摄,大屏手机,大容量电池,快充手机,支持NFC,5G手机",188g,"黑色,白色",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4600mAh",,斯坦尼康级防抖，双OIS光学防抖，支持激光对焦,双卡双待,与Micro USB Type C接口共用,支持蓝牙,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,Hi-Fi音效
,红米K40游戏增强版(8+256GB),CNMO,2021年04月,2021年04月,6nm,"Cortex-A78,Cortex-A55",Mail-G77,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625503,3072MHz,,,CMOS,全国联保，享受三包服务,395PPI,F1.65 + F2.2 + F2.4,,8GB,LPDDR4x,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,6400+800+200万像素,红米,,,联发科天玑1200,,256GB,"内置GPS芯片,支持导航功能",,,,6.67英寸,2400x1080像素,120Hz,,OLED,10.7 亿色丨DCI-P3丨HDR10+丨8192 级亮度调节,,,JBL 音质认证丨Hi-Res Audio 认证丨Hi-Res Audio Wireless 认证丨杜比全景声丨立体声双扬声器,支持67W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,气压计,指纹识别,面部识别",161.94×76.93×8.3mm,"后置三摄,大屏手机,快充手机,指纹识别,支持NFC,游戏手机,5G手机",205g,"黑色,灰色,银色",,,,Android 11,,NFC,,,直板,八核,,X 轴线性马达 | 红外线遥控器 丨色温传感器,,,不支持,,"锂聚合物电池,5065mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,支持4K视频拍摄,,,电容屏(多点触控),480Hz,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,杜比音效
1625451,iQOO Z3(8+128GB),CNMO,2021年03月,2021年03月,7nm,Kryo 475,Adreno 620,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,,2867MHz,,,CMOS,全国联保，享受三包服务,401PPI,F1.79 + F2.2 + F2.4,,8GB,LPDDR4x,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",F2.0μm,支持10倍数字变焦,6400+800+200万像素,,,,高通骁龙768G,,128GB,"内置GPS芯片,支持导航功能",,支持MicroSD存储卡,90.61%,6.58英寸,2408x1080像素,120Hz,,LCD,,1670万色数,,,支持55W闪充,"重力感应器,光感应器,距离传感器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",163.95×75.3×8.5mm,"后置三摄,大屏手机,快充手机,指纹识别,5G手机",185.5g,"幻银,深空,云氧,星云",,,,Android 11,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,4400mAh",,后置主摄、广角镜头支持视频防抖,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,支持4K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 2.2,,
,努比亚腾讯红魔游戏手机6(12+128GB),CNMO,2021年03月,2021年03月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625414,2908MHz,,,CMOS,全国联保，享受三包服务,387PPI,,,12GB,LPDDR5,800万像素,,,,"主机x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1",,,6400+800+200万像素,努比亚,,,高通骁龙888,,128GB,"内置GPS芯片,支持导航功能",,,91.28%,6.8英寸,2400x1080像素,165Hz,,AMOLED,500Hz单指触控采样率，360Hz多指触控采样率，支持DCI-P3 广色域,10.7亿色数,,6层多维散热系统，内置18000转/分 高速离心风扇，散热峡谷风道，USB投屏，无线、有线投屏，solarcore性能增强，王者荣耀4D震感，和平精英决赛圈播报，400Hz 双游戏肩键，logo灯+炫彩灯，双扬声器,支持66W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别",169×77.09×9.7mm,"后置三摄,大屏手机,快充手机,指纹识别,游戏手机,5G手机",220g,"黑色,赛博霓虹",,,,Android 11,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,5050mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,DTS音效
,vivo S9(8+128GB),CNMO,2021年03月,2021年03月,6nm,"Cortex-A78,Cortex-A55",Mali-G77,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625391,2662MHz,,,CMOS,全国联保，享受三包服务,409PPI,F2.0 + F2.28,,8GB,LPDDR4x,4400+800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,支持10倍数码变焦,6400+800+200万像素,vivo,,,联发科天玑1100,,128GB,"内置GPS芯片,支持导航功能",,,91.04%,6.44英寸,2400x1080像素,90Hz,,AMOLED,支持HDR10+,1600万色数,,,支持33W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",158.39×73.87×7.35mm,"后置三摄,前置双摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",173g,"朝露白,印象拾光,子夜蓝",,,,Android 11,,NFC,,,直板,八核,,,,,不支持,,"锂聚合物电池,4000mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,小米11 Ultra(8+256GB),CNMO,2021年03月,2021年03月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625454,2908MHz,,,CMOS,全国联保，享受三包服务,515PPI,,,8GB,LPDDR5,2000万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,120倍数码变焦丨10倍混合光学变焦丨5倍光学变焦,5000+4800+4800万像素,小米,,,高通骁龙888,,256GB,"内置GPS芯片,支持导航功能",,,,6.81英寸,3200x1440像素,120Hz,,AMOLED,原色屏丨10bit丨MEMC 帧率补偿丨护眼阅读模式丨360° 感光丨阳光屏3.0丨自动亮度2.0 | AI大师画质引擎丨超薄屏下指纹丨暗光解锁丨心率检测,10.7亿色数,,Hi-Res & Hi-Res Wireless Audio 认证丨哈曼卡顿丨立体声双扬声器丨音频变焦丨蓝牙传音丨音频分享丨实时耳返丨微信/QQ通话录音丨蓝牙低功耗丨HDC模式丨高清录音2.0丨,67W 有线闪充 + 67W 无线闪充 + 10W 无线反充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",164.3×74.6×8.38mm,"后置三摄,大屏手机,无线充电,大容量电池,快充手机,2.5D弧面屏,指纹识别,2K屏幕,支持NFC,5G手机",234g,"陶瓷白,陶瓷黑",,,,Android 11,,NFC,,,直板,八核,,X 轴线性马达 | 红外线遥控器 丨握姿传感器,,,不支持,,"锂聚合物电池,5000mAh",,双原生ISO Fusion超动态技术，128°超大广角,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,
,小米10S(12+256GB),CNMO,2021年03月,2021年03月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625422,3277MHz,,,CMOS,全国联保，享受三包服务,386PPI,F1.69 + F2.4 + F2.4 + F2.4,,12GB,LPDDR5,2000万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1, 耳机转接头x1",,,10800+景深镜头+微距镜头+1300万像素,小米,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,,,6.67英寸,2340×1080像素,90Hz,,AMOLED,双曲面屏幕，支持180Hz 采样率，原色屏：2.0丨 专业级色准 Delta E ≈ 0.41,,,对称分布的双 1216 线性扬声器，等效 1.2cc 大音腔，7 磁手机发声单元，振幅 0.7mm，Harman Kardon 调教，全场景 15 级细腻调音，Hi-Res Audio 认证（高解析度音频)，米音音效；Hi-Fi 音效,33W 有线闪充、30W 无线闪充、10W 无线反向充电,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.6×74.8×8.96mm,"后置三摄,大屏手机,快充手机,2.5D弧面屏,指纹识别,支持NFC,5G手机",208g,"黑色,白色,蓝色",,,,Android 11,,NFC,,,直板,八核,,霍尔传感器 | 线性马达 | 红外线遥控器 | 气压计丨后置光线传感器,,,不支持,,"锂聚合物电池,4780mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.1,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.0,,
,努比亚腾讯红魔游戏手机6(8+128GB),CNMO,2021年03月,2021年03月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625335,2908MHz,,,CMOS,全国联保，享受三包服务,387PPI,,,8GB,LPDDR5,800万像素,,,,"主机x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1",,,6400+800+200万像素,努比亚,,,高通骁龙888,,128GB,"内置GPS芯片,支持导航功能",,,91.28%,6.8英寸,2400x1080像素,165Hz,,AMOLED,500Hz单指触控采样率，360Hz多指触控采样率，支持DCI-P3 广色域,10.7亿色数,,6层多维散热系统，内置18000转/分 高速离心风扇，散热峡谷风道，USB投屏，无线、有线投屏，solarcore性能增强，王者荣耀4D震感，和平精英决赛圈播报，400Hz 双游戏肩键，logo灯+炫彩灯，双扬声器,支持66W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别",169×77.09×9.7mm,"后置三摄,大屏手机,快充手机,指纹识别,游戏手机,5G手机",220g,黑色,,,,Android 11,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,5050mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,DTS音效
